,issue,issueArea,decisionDirection,splitVote,majVotes,minVotes,justice1Code,justice2Code,justice3Code,justice4Code,justice5Code,justice6Code,justice7Code,justice8Code,justice9Code,justice1Direction,justice2Direction,justice3Direction,justice4Direction,justice5Direction,justice6Direction,justice7Direction,justice8Direction,justice9Direction
2645,90120.0,9.0,2.0,1,6,2,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2646,100120.0,10.0,2.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2647,80010.0,8.0,2.0,1,7,2,94.0,92.0,95.0,90.0,88.0,97.0,90.0,78.0,81.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
2648,10050.0,1.0,2.0,1,6,3,88.0,91.0,92.0,94.0,95.0,97.0,91.0,78.0,81.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
2649,10050.0,1.0,2.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2650,90140.0,9.0,1.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
2651,20040.0,2.0,2.0,1,9,0,94.0,92.0,95.0,90.0,88.0,97.0,90.0,78.0,81.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
2652,10270.0,1.0,2.0,1,9,0,88.0,91.0,92.0,94.0,95.0,97.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
2653,70190.0,7.0,2.0,1,7,2,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
2654,10050.0,1.0,2.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,2.0,,2.0,,2.0,1.0,2.0,2.0
2655,30030.0,3.0,1.0,1,5,4,94.0,92.0,95.0,90.0,88.0,97.0,90.0,78.0,81.0,1.0,2.0,,2.0,,2.0,1.0,2.0,2.0
2656,70060.0,7.0,2.0,1,5,4,88.0,91.0,92.0,94.0,95.0,97.0,91.0,78.0,81.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
2657,10150.0,1.0,2.0,1,5,4,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
2658,10150.0,1.0,2.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
2659,10150.0,1.0,1.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2660,30150.0,3.0,1.0,1,5,4,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2661,80010.0,8.0,2.0,1,6,1,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
2662,80010.0,8.0,2.0,1,5,2,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
2663,80160.0,8.0,1.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
2664,90130.0,9.0,1.0,1,5,4,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
2665,90130.0,9.0,1.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,90.0,78.0,81.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0
2666,30190.0,3.0,2.0,1,8,1,88.0,91.0,92.0,94.0,95.0,97.0,90.0,78.0,81.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0
2667,30190.0,3.0,2.0,1,8,1,88.0,91.0,92.0,94.0,95.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2668,30190.0,3.0,2.0,1,5,4,94.0,92.0,95.0,90.0,88.0,97.0,90.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0
2669,30190.0,3.0,2.0,1,5,4,88.0,91.0,92.0,94.0,95.0,97.0,91.0,78.0,81.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2670,30190.0,3.0,2.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,91.0,78.0,81.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
2671,30190.0,3.0,2.0,1,6,3,94.0,92.0,95.0,90.0,88.0,97.0,90.0,78.0,81.0,1.0,2.0,2.0,2.0,1.0,2.0,,,
2672,30200.0,3.0,2.0,1,6,3,88.0,91.0,92.0,94.0,95.0,97.0,90.0,78.0,81.0,,,,,,,1.0,,
2673,30190.0,3.0,2.0,1,6,2,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2674,30200.0,3.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0
2675,30190.0,3.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0
2676,30190.0,3.0,2.0,1,6,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2677,30190.0,3.0,2.0,1,5,4,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2678,10050.0,1.0,2.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2679,,,,1,4,4,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
2680,90160.0,9.0,1.0,1,7,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2681,10140.0,1.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2682,10050.0,1.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2683,10120.0,1.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,
2684,20040.0,2.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2685,20040.0,2.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0
2686,30030.0,3.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
2687,10200.0,1.0,1.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2688,10010.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0
2689,20370.0,2.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
2690,30190.0,3.0,2.0,1,7,1,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0
2691,30190.0,3.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2692,30200.0,3.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2693,30090.0,3.0,2.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
2694,70110.0,7.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2695,30030.0,3.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
2696,10310.0,1.0,2.0,1,9,0,91.0,92.0,94.0,95.0,97.0,98.0,90.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,
2697,90150.0,9.0,1.0,1,8,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
2698,30190.0,3.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,,2.0,1.0,1.0,1.0
2699,90420.0,9.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2700,10120.0,1.0,2.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2701,40070.0,4.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2702,10120.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2703,10260.0,1.0,2.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2704,90160.0,9.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2705,100040.0,10.0,2.0,1,6,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0
2706,90120.0,9.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0
2707,80050.0,8.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,,2.0,2.0,2.0,1.0,,,
2708,20090.0,2.0,2.0,1,6,2,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,,,,,,,1.0,2.0,2.0
2709,30010.0,3.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2710,100120.0,10.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
2711,90030.0,9.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2712,30060.0,3.0,2.0,1,6,2,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0
2713,100010.0,10.0,2.0,1,8,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2714,120020.0,12.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0
2715,80020.0,8.0,1.0,1,4,4,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2716,90030.0,9.0,1.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2717,80010.0,8.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2718,20250.0,2.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
2719,10080.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2720,90340.0,9.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2721,80120.0,8.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2722,10050.0,1.0,2.0,1,7,1,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2723,70080.0,7.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0
2724,80010.0,8.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2725,10010.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2726,90120.0,9.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0
2727,10010.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
2728,20400.0,2.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2729,20090.0,2.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,
2730,100130.0,10.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2731,70060.0,7.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,
2732,70060.0,7.0,1.0,1,8,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2733,80020.0,8.0,1.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0
2734,10050.0,1.0,2.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0
2735,30190.0,3.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
2736,30190.0,3.0,2.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2737,90280.0,9.0,2.0,1,6,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
2738,30060.0,3.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2739,30150.0,3.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2740,10090.0,1.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2741,10090.0,1.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,2.0,2.0,,2.0,2.0,
2742,10090.0,1.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0
2743,90110.0,9.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2744,10270.0,1.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0
2745,10050.0,1.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2746,30010.0,3.0,2.0,1,9,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0
2747,80010.0,8.0,2.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,,,2.0,2.0,2.0,1.0,1.0,2.0
2748,80020.0,8.0,2.0,1,5,2,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0
2749,80020.0,8.0,2.0,1,7,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2750,10490.0,1.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2751,80140.0,8.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2752,10060.0,1.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2753,90120.0,9.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2754,70070.0,7.0,2.0,1,7,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0
2755,80230.0,8.0,1.0,1,7,1,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0
2756,80100.0,8.0,1.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,,,
2757,20040.0,2.0,2.0,1,9,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,,,,,,,1.0,2.0,2.0
2758,10020.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,1.0,,2.0,2.0,2.0,1.0,,,
2759,30190.0,3.0,2.0,1,8,1,91.0,92.0,94.0,95.0,97.0,98.0,90.0,78.0,81.0,,,,,,,,,
2760,80010.0,8.0,2.0,1,6,2,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,,,,,,,2.0,2.0,2.0
2761,20150.0,2.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2762,10160.0,1.0,1.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2763,60010.0,6.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0
2764,10150.0,1.0,1.0,1,4,4,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
2765,80030.0,8.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2766,80070.0,8.0,2.0,1,4,4,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
2767,20040.0,2.0,1.0,1,4,4,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2768,80050.0,8.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2769,20150.0,2.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2770,20090.0,2.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2771,90150.0,9.0,1.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2772,80050.0,8.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0
2773,10010.0,1.0,2.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0
2774,10200.0,1.0,2.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2775,60010.0,6.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2776,80070.0,8.0,1.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2777,60030.0,6.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
2778,100020.0,10.0,2.0,1,9,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
2779,20040.0,2.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2780,10130.0,1.0,2.0,1,6,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2781,10200.0,1.0,2.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,1.0,,,
2782,80130.0,8.0,2.0,1,8,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2783,90320.0,9.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0
2784,30150.0,3.0,1.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2785,30190.0,3.0,1.0,1,6,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0
2786,30190.0,3.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2787,10270.0,1.0,2.0,1,9,0,91.0,92.0,94.0,95.0,97.0,98.0,91.0,78.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2788,30030.0,3.0,2.0,1,8,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2789,90150.0,9.0,1.0,1,6,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2790,60010.0,6.0,2.0,1,6,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2791,80300.0,8.0,2.0,1,7,1,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0
2792,10100.0,1.0,2.0,1,5,3,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,,1.0,2.0,,1.0,1.0,2.0,2.0
2793,80300.0,8.0,2.0,1,8,0,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,2.0,,2.0,1.0,2.0,2.0,1.0,2.0,2.0
2794,30190.0,3.0,1.0,1,7,2,94.0,98.0,92.0,95.0,90.0,97.0,91.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2795,10020.0,1.0,2.0,1,9,0,94.0,98.0,92.0,95.0,90.0,97.0,90.0,78.0,81.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
